Item_Identifier,Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Item_Outlet_Sales,Outlet_Years,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
NCH06,12.3,0.076183667,Household,245.646,OUT027,1985,3695.19,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDV08,7.35,0.028711412,Fruits and Vegetables,39.9454,OUT018,2009,377.5086,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDQ15,20.35,0.1427514635,Meat,81.6276,OUT046,1997,1787.0072,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDL56,14.1,0.12517151,Fruits and Vegetables,88.9198,OUT027,1985,3139.9128,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRC12,17.85,0.037826873,Soft Drinks,189.7188,OUT046,1997,2285.0256,16,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDX49,4.615,0.101747034,Canned,231.33,OUT013,1987,4660.6,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDJ09,15.0,0.04181470642857143,Snack Foods,47.2744,OUT035,2004,679.1160000000001,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDN23,6.575,0.075142108,Breads,145.8444,OUT027,1985,3773.7544,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRD01,12.1,0.061424738,Soft Drinks,56.7614,OUT018,2009,1049.9666,4,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
FDS43,11.65,0.040597054,Fruits and Vegetables,187.324,OUT045,2002,1864.24,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDY48,14.0,0.041556697,Baking Goods,104.4332,OUT019,1985,307.5996,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDU12,15.5,0.126791761,Baking Goods,262.1568,OUT010,1998,527.3136,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDX33,9.195,0.117484834,Snack Foods,158.5578,OUT046,1997,2406.867,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDH45,15.1,0.106097275,Fruits and Vegetables,43.2796,OUT018,2009,123.8388,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDJ10,5.095,0.129395895,Snack Foods,140.3838,OUT013,1987,1826.2894,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDX32,15.1,0.100265027,Fruits and Vegetables,142.5786,OUT018,2009,3323.0078,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
DRG51,12.1,0.011557563,Dairy,165.3526,OUT049,1999,3453.5046,14,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
NCB31,6.235,0.119157788,Household,263.791,OUT018,2009,2103.928,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDW47,15.0,0.077622622,Breads,121.8414,OUT010,1998,243.6828,15,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDT20,10.5,0.041194986,Fruits and Vegetables,39.1164,OUT027,1985,1235.7248,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDI34,10.65,0.08513595300000001,Snack Foods,232.3668,OUT046,1997,3685.8688,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDH56,9.8,0.106816919,Fruits and Vegetables,114.2492,OUT010,1998,463.3968,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
DRJ47,18.25,0.04421348,Hard Drinks,173.408,OUT013,1987,1038.648,26,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
FDP04,15.35,0.013745883,Frozen Foods,62.0168,OUT027,1985,1534.0032,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCZ06,19.6,0.094308058,Household,251.8698,OUT049,1999,3551.3772,14,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
FDY37,17.0,0.026622757,Canned,144.247,OUT045,2002,3149.234000000001,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDO46,9.6,0.014234595,Snack Foods,190.2872,OUT049,1999,4727.18,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDI10,8.51,0.078526225,Snack Foods,173.5422,OUT049,1999,5000.8238,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCT42,5.88,0.0249887,Household,150.3392,OUT018,2009,447.4176,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
FDE29,8.905,0.143712172,Frozen Foods,60.2878,OUT018,2009,1151.1682,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDQ11,5.695,0.067373081,Breads,258.8988,OUT027,1985,3083.9856,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDS20,8.85,0.053822086,Fruits and Vegetables,183.8292,OUT013,1987,2554.0088,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDR26,20.7,0.043011277,Dairy,177.2028,OUT018,2009,3364.9532,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCH43,8.42,0.123557061,Household,216.6192,OUT019,1985,215.7192,28,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDO25,6.3,0.127968205,Canned,209.627,OUT018,2009,3984.813,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDB40,17.5,0.007570599,Dairy,144.6102,OUT018,2009,2187.153,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDB14,20.25,0.09795261257142858,Canned,92.312,OUT019,1985,372.848,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDW23,5.765,0.081996785,Baking Goods,40.1164,OUT035,2004,540.6296,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDZ23,17.75,0.067777778,Baking Goods,186.924,OUT018,2009,3169.208,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDX35,5.035,0.080362549,Breads,229.0036,OUT017,2007,4326.3684,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDX24,8.355,0.013929059,Baking Goods,94.1462,OUT046,1997,2221.1088,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
DRG15,6.13,0.077169953,Dairy,63.0536,OUT017,2007,1225.072,6,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
FDY60,10.5,0.0246654644,Baking Goods,143.3128,OUT046,1997,1438.128,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDK02,12.5,0.112681821,Canned,119.144,OUT018,2009,3235.788,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDK24,9.195,0.10080442,Baking Goods,45.4744,OUT027,1985,1041.3112,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCA05,20.75,0.02512588,Health and Hygiene,150.4734,OUT035,2004,890.8404,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDN33,6.305,0.122519571,Snack Foods,93.0436,OUT027,1985,2363.59,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDA09,13.35,0.15021128,Snack Foods,179.06599999999997,OUT017,2007,2696.49,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDK50,7.96,0.028357839,Canned,163.2894,OUT035,2004,4530.1032,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCE55,8.92,0.130663423,Household,175.237,OUT017,2007,2117.244,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDG12,6.635,0.006335942,Baking Goods,121.8098,OUT049,1999,2048.6666,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDC37,15.5,0.032845997,Baking Goods,106.7938,OUT013,1987,3215.8140000000008,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
DRG15,6.13,0.076735903,Dairy,62.4536,OUT046,1997,1225.072,16,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
FDQ58,7.315,0.01530184,Snack Foods,154.434,OUT046,1997,1378.206,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDQ51,16.0,0.029377239,Meat,46.1718,OUT010,1998,94.5436,15,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDR46,16.85,0.233356571,Snack Foods,146.576,OUT010,1998,439.42800000000005,15,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
FDC50,15.85,0.13705394699999998,Canned,94.4094,OUT018,2009,1047.3034,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDJ09,15.0,0.04181470642857143,Snack Foods,43.4744,OUT046,1997,543.2928,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
NCC18,19.1,0.177236497,Household,172.3422,OUT035,2004,2586.633,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDL04,19.0,0.111830282,Frozen Foods,105.4622,OUT013,1987,952.7598,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDH48,13.5,0.046935785142857143,Baking Goods,84.654,OUT049,1999,1211.756,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDD38,16.75,0.008204465,Canned,99.8674,OUT049,1999,2342.9502,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDT47,5.26,0.02439015,Breads,95.9068,OUT027,1985,3207.8244,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDE41,9.195,0.064143995,Frozen Foods,85.9566,OUT045,2002,1691.132,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDH19,19.35,0.033275634,Meat,173.8738,OUT017,2007,2432.8332,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDW26,11.8,0.107662745,Dairy,224.1772,OUT017,2007,2890.9036,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDW35,10.6,0.01115195,Breads,40.6454,OUT017,2007,167.7816,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDQ55,13.65,0.013064516000000002,Fruits and Vegetables,115.5834,OUT045,2002,1382.2008,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDV22,14.85,0.009954237,Snack Foods,158.263,OUT049,1999,2659.871,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCN29,15.2,0.021214364,Health and Hygiene,48.2034,OUT019,1985,97.2068,28,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDQ26,13.5,0.067859568,Dairy,60.1562,OUT035,2004,1599.9174,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDV24,5.635,0.103481775,Baking Goods,150.005,OUT045,2002,1797.66,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDG50,7.405,0.015358176,Canned,92.4146,OUT017,2007,1459.4336,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
NCF42,17.349999999999998,0.293066133,Household,177.0712,OUT019,1985,351.5424,28,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDT46,11.35,0.030981392000000007,Snack Foods,51.9008,OUT017,2007,708.4112,6,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
DRE49,20.75,0.018148152222222224,Soft Drinks,153.8024,OUT027,1985,7741.9224,28,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
FDV56,16.1,0.013623294,Fruits and Vegetables,109.3596,OUT045,2002,1186.4556,11,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDD32,17.7,0.041098734,Fruits and Vegetables,80.9276,OUT018,2009,487.3656,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
NCN19,13.1,0.01209726,Others,188.853,OUT035,2004,3225.801,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDQ48,14.3,0.034382602000000005,Baking Goods,96.5726,OUT013,1987,2251.0698,26,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDW34,9.6,0.035406842,Snack Foods,244.317,OUT027,1985,8262.578000000001,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCS38,8.6,0.090374342,Household,114.3176,OUT045,2002,1946.7992,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDL58,5.78,0.07445112599999999,Snack Foods,264.5568,OUT018,2009,6327.7632,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDY59,8.195,0.031467128,Baking Goods,91.8462,OUT045,2002,2313.655,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDZ03,13.65,0.078786674,Dairy,184.824,OUT046,1997,3355.632,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDP60,17.35,0.056032247,Baking Goods,102.3016,OUT045,2002,1619.2256,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCI30,20.25,0.058935522,Household,246.646,OUT046,1997,2463.46,16,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
FDO03,10.395,0.064577332,Meat,230.5352,OUT019,1985,687.1056,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDZ20,16.1,0.034306962,Fruits and Vegetables,252.3356,OUT046,1997,3815.034,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDQ31,5.785,0.053586458,Fruits and Vegetables,89.7856,OUT027,1985,966.7416,28,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
FDY03,17.6,0.076431919,Meat,113.2202,OUT018,2009,2025.3636,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDW45,18.0,0.039090105,Snack Foods,148.4418,OUT045,2002,4119.9704,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCO41,12.5,0.031549131,Health and Hygiene,99.0384,OUT010,1998,197.0768,15,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
FDK16,9.065,0.115233813,Frozen Foods,94.4094,OUT013,1987,2856.282,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDZ16,16.85,0.159825617,Frozen Foods,195.5478,OUT035,2004,4262.4516,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCD18,16.0,0.073080167,Household,228.4668,OUT017,2007,2534.0348,6,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
FDF52,9.3,0.066727717,Frozen Foods,181.6292,OUT013,1987,2371.5796,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
FDF09,6.215,0.012146608,Fruits and Vegetables,37.9848,OUT035,2004,782.9808,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDW43,20.1,0.022552083,Fruits and Vegetables,226.6036,OUT017,2007,6831.108,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDU19,8.77,0.047036036,Fruits and Vegetables,170.5422,OUT017,2007,2759.0752,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDA50,16.25,0.087158654,Dairy,95.141,OUT035,2004,2220.443,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDS48,15.15,0.027756137,Baking Goods,150.4708,OUT013,1987,2106.5912,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCH07,13.15,0.092589917,Household,159.5604,OUT013,1987,1901.5248,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
NCK54,12.15,0.014755488666666669,Household,117.615,OUT013,1987,1514.695,26,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
FDD53,16.2,0.077427883,Frozen Foods,41.8454,OUT019,1985,41.9454,28,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDV58,20.85,0.121227447,Snack Foods,197.5452,OUT035,2004,4306.3944,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDI08,18.2,0.066284519,Fruits and Vegetables,247.2092,OUT035,2004,3486.1288,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDD08,8.3,0.03549838,Fruits and Vegetables,36.6506,OUT018,2009,455.4072,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDX34,6.195,0.072131519,Snack Foods,120.1098,OUT045,2002,2892.2352,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDX55,15.1,0.0525155864,Fruits and Vegetables,216.4166,OUT045,2002,2830.3158,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
NCS05,11.5,0.021020616,Health and Hygiene,130.7942,OUT045,2002,2782.3782,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDL04,19.0,0.111902259,Frozen Foods,105.4622,OUT035,2004,1905.5196,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDJ53,10.5,0.071548187,Frozen Foods,120.2098,OUT018,2009,602.549,4,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDB47,8.8,0.071540443,Snack Foods,210.6612,OUT049,1999,2508.7344,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCS29,9.0,0.121765124,Health and Hygiene,264.1884,OUT019,1985,264.9884,28,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
FDB33,17.75,0.014609738,Fruits and Vegetables,160.4262,OUT045,2002,3182.524000000001,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
FDL52,6.635,0.08069799799999999,Frozen Foods,39.8506,OUT019,1985,37.9506,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
FDB03,17.75,0.156802171,Dairy,242.1538,OUT035,2004,4326.3684,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDW20,20.75,0.024144862000000003,Fruits and Vegetables,123.373,OUT035,2004,2093.9410000000007,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDT10,16.7,0.06229724900000001,Snack Foods,60.6562,OUT018,2009,592.562,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDK04,7.36,0.052058711,Frozen Foods,55.5588,OUT027,1985,1145.1760000000004,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
NCL07,13.85,0.031402114,Others,40.24800000000001,OUT045,2002,319.584,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
FDZ31,15.35,0.113217223,Fruits and Vegetables,191.1504,OUT046,1997,1725.7536,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDE45,12.1,0.0383726418,Fruits and Vegetables,177.3002,OUT035,2004,3044.7034,9,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
NCK54,12.15,0.014755488666666669,Household,118.515,OUT018,2009,1398.18,4,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
DRE15,13.35,0.031139933,Dairy,74.8012,OUT019,1985,303.6048,28,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
NCQ38,16.35,0.013363902,Others,106.128,OUT035,2004,1917.504,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDB08,6.055,0.030952737,Fruits and Vegetables,160.1578,OUT027,1985,3048.6982,28,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
DRF49,7.27,0.07136748,Soft Drinks,111.8518,OUT018,2009,2277.036,4,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
DRC27,13.8,0.058192802,Dairy,246.9802,OUT049,1999,5896.3248,14,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
FDB37,20.25,0.022976493,Baking Goods,240.3538,OUT049,1999,4086.0146,14,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDS35,9.3,0.111220521,Breads,65.7826,OUT046,1997,968.739,16,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDE47,14.15,0.037967687,Starchy Foods,125.6046,OUT049,1999,1618.5598,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
NCT53,5.4,0.04421125966666667,Health and Hygiene,164.5526,OUT027,1985,2302.3364,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
FDL14,8.115,0.032158866,Canned,154.8972,OUT046,1997,1713.7692,16,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
FDP21,7.42,0.045068892,Snack Foods,190.8872,OUT019,1985,945.436,28,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
NCV54,11.1,0.033176087,Household,120.1124,OUT045,2002,1896.1984,11,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
NCO41,12.5,0.018845298,Health and Hygiene,96.7384,OUT035,2004,2759.0752,9,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
FDQ59,9.8,0.056375879,Breads,84.6908,OUT035,2004,1006.6896,9,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
FDQ01,19.7,0.161356273,Canned,253.1014,OUT018,2009,2805.0154,4,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0
FDQ48,14.3,0.034605882000000004,Baking Goods,95.9726,OUT017,2007,2153.1972,6,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
FDP09,19.75,0.033942546000000004,Snack Foods,213.5902,OUT049,1999,4460.1942,14,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
FDK55,18.5,0.025740259,Meat,89.4172,OUT013,1987,1605.9096,26,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
NCJ43,6.635000000000002,0.026938317000000003,Household,174.1396,OUT027,1985,4012.1108,28,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
